Product_ID|Price|Location|Shipping|Product_desc|In_Stock|ref_link|Product_image
50|$5,981|Tuvalu|$34.95|eget laoreet posuere, enim nisl|True|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
152|$6,553|Sweden|$60.89|Nulla tempor augue ac ipsum. Phasellus vitae mauris sit|True|google.com|https://i.imgur.com/Nm2eU3C.png
81|$7,055|Bulgaria|$76.51|ante dictum mi, ac mattis velit justo nec ante. Maecenas|True|amazon.com|https://i.imgur.com/Nm2eU3C.png
70|$9,117|Tanzania|$32.60|Praesent eu dui. Cum sociis natoque|True|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
90|$5,550|Malawi|$40.16|Donec egestas. Duis ac arcu. Nunc mauris. Morbi|False|amazon.com|https://i.imgur.com/Nm2eU3C.png
19|$5,576|Iran|$85.00|Etiam gravida molestie arcu.|True|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
159|$8,565|Niger|$17.77|sit|False|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
111|$9,709|Heard Island and Mcdonald Islands|$0.99|Vestibulum ante ipsum primis in faucibus|True|google.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
7|$8,542|Congo (Brazzaville)|$64.71|non lorem vitae odio sagittis|True|yahoo.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
159|$7,098|Cambodia|$15.65|convallis convallis dolor. Quisque tincidunt pede ac urna. Ut tincidunt|False|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
12|$8,485|Saudi Arabia|$86.79|molestie tortor nibh sit amet orci. Ut sagittis|True|amazon.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
132|$5,196|Côte D'Ivoire (Ivory Coast)|$93.95|metus. Aenean sed pede nec ante blandit viverra.|False|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
15|$5,928|Ireland|$69.46|nec ligula consectetuer rhoncus. Nullam velit dui, semper et, lacinia|True|amazon.com|https://i.imgur.com/Nm2eU3C.png
156|$6,923|Macao|$95.85|auctor, nunc nulla vulputate|False|amazon.com|https://i.imgur.com/Nm2eU3C.png
42|$8,591|Antarctica|$44.16|dui quis accumsan convallis, ante|True|yahoo.com|https://i.imgur.com/Nm2eU3C.png
137|$6,214|United States Minor Outlying Islands|$73.37|nascetur ridiculus mus. Donec dignissim|False|amazon.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
181|$9,436|Lebanon|$94.15|nec enim. Nunc ut erat. Sed nunc est,|True|amazon.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
186|$6,902|Iran|$96.78|odio. Etiam|False|amazon.com|https://i.imgur.com/Nm2eU3C.png
136|$6,560|Grenada|$43.47|pede ac urna. Ut tincidunt vehicula risus. Nulla|True|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
71|$6,308|Guinea-Bissau|$82.74|nisi. Mauris nulla. Integer urna.|False|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
32|$8,875|American Samoa|$79.10|euismod est arcu ac orci. Ut semper|False|google.com|https://i.imgur.com/Nm2eU3C.png
190|$9,265|Turkmenistan|$10.89|risus. In mi pede, nonummy ut,|True|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
15|$7,819|Austria|$53.91|vel nisl. Quisque fringilla euismod enim. Etiam gravida molestie|True|yahoo.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
59|$6,494|Serbia|$50.56|molestie orci|False|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
20|$9,862|Malawi|$74.99|mollis non, cursus non, egestas a,|True|amazon.com|https://i.imgur.com/Nm2eU3C.png
87|$7,927|Uganda|$26.89|nibh. Donec est mauris,|True|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
164|$6,730|Papua New Guinea|$21.82|accumsan|True|amazon.com|https://i.imgur.com/Nm2eU3C.png
188|$5,756|Nicaragua|$22.96|nec, mollis vitae, posuere at, velit.|False|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
171|$9,608|Austria|$79.49|sed libero. Proin sed turpis nec|True|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
105|$9,811|Russian Federation|$7.71|libero at auctor ullamcorper, nisl arcu iaculis enim, sit amet|False|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
152|$9,452|Czech Republic|$86.23|Phasellus libero mauris, aliquam eu, accumsan sed,|False|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
131|$6,814|Serbia|$54.77|enim commodo|True|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
7|$9,735|Russian Federation|$65.90|sodales purus, in molestie tortor nibh sit amet|True|google.com|https://i.imgur.com/Nm2eU3C.png
102|$7,245|Honduras|$84.35|convallis, ante lectus convallis est,|True|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
48|$9,009|Macao|$45.28|ut, molestie in, tempus eu, ligula. Aenean euismod mauris eu|False|yahoo.com|https://i.imgur.com/Nm2eU3C.png
92|$8,499|Sweden|$11.62|semper. Nam tempor diam dictum|True|amazon.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
47|$7,388|Panama|$64.56|augue|True|amazon.com|https://i.imgur.com/Nm2eU3C.png
49|$7,548|Brazil|$54.75|risus. In mi pede, nonummy ut, molestie|False|google.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
156|$6,102|Japan|$74.02|nec, cursus a, enim. Suspendisse aliquet, sem|True|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
177|$6,413|Brunei|$56.89|Morbi vehicula. Pellentesque tincidunt tempus risus. Donec egestas. Duis ac|False|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
81|$8,656|Egypt|$43.40|tellus. Aenean|True|amazon.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
130|$6,899|Marshall Islands|$25.73|neque tellus,|True|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
133|$8,341|Colombia|$21.14|mauris. Morbi non sapien molestie orci|True|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
160|$9,798|San Marino|$84.24|Nam nulla magna, malesuada|False|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
110|$8,251|Equatorial Guinea|$4.63|velit. Sed malesuada augue ut|True|yahoo.com|https://i.imgur.com/Nm2eU3C.png
52|$5,910|Germany|$10.02|erat neque non quam. Pellentesque habitant|False|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
177|$8,590|Tokelau|$48.96|eu sem. Pellentesque ut ipsum ac mi eleifend egestas.|True|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
66|$5,301|Syria|$61.92|egestas nunc sed libero. Proin sed turpis|True|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
43|$5,876|Trinidad and Tobago|$93.43|tempus, lorem fringilla|False|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
70|$5,537|Chile|$21.63|magna.|False|google.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
25|$5,664|Côte D'Ivoire (Ivory Coast)|$76.72|porttitor|True|yahoo.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
102|$5,278|Australia|$63.89|interdum ligula eu enim. Etiam imperdiet dictum magna. Ut|False|google.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
57|$7,513|Azerbaijan|$2.36|Ut semper pretium neque. Morbi quis|False|yahoo.com|https://i.imgur.com/Nm2eU3C.png
26|$5,782|Northern Mariana Islands|$55.14|eu,|True|amazon.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
114|$7,350|Martinique|$44.55|odio vel est tempor bibendum. Donec felis|False|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
68|$9,084|China|$15.03|Donec|False|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
158|$8,986|Iraq|$44.76|consectetuer adipiscing elit. Aliquam auctor,|True|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
100|$9,628|Tanzania|$93.43|odio, auctor vitae, aliquet nec, imperdiet|True|amazon.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
185|$5,815|United Arab Emirates|$34.92|quam a felis ullamcorper viverra. Maecenas iaculis aliquet|True|yahoo.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
117|$5,306|Ecuador|$47.02|sit amet ante. Vivamus non lorem|False|amazon.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
133|$6,062|Pakistan|$20.95|luctus aliquet|False|google.com|https://i.imgur.com/Nm2eU3C.png
77|$8,716|Senegal|$64.43|elit, pellentesque a, facilisis non,|False|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
184|$5,436|Jamaica|$91.12|ultricies ligula. Nullam enim. Sed nulla|True|yahoo.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
188|$5,353|Norway|$67.89|tristique senectus|False|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
124|$8,197|British Indian Ocean Territory|$78.66|laoreet, libero et tristique pellentesque, tellus|True|yahoo.com|https://i.imgur.com/Nm2eU3C.png
93|$5,580|Russian Federation|$30.33|aliquet. Proin velit. Sed malesuada augue|True|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
142|$9,701|Puerto Rico|$71.59|dapibus id, blandit|False|amazon.com|https://i.imgur.com/Nm2eU3C.png
136|$9,939|Solomon Islands|$30.95|at lacus. Quisque|False|google.com|https://i.imgur.com/Nm2eU3C.png
67|$7,287|Sudan|$6.00|Nunc ut erat. Sed|True|google.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
29|$6,336|Cayman Islands|$40.18|urna et arcu|False|amazon.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
190|$5,709|Bonaire, Sint Eustatius and Saba|$52.70|fermentum vel, mauris. Integer sem elit,|False|amazon.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
102|$9,656|Senegal|$21.60|libero et tristique pellentesque,|True|amazon.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
162|$9,727|Tunisia|$41.49|dolor sit amet, consectetuer adipiscing elit. Curabitur sed|False|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
74|$5,777|Ethiopia|$96.84|nulla. Donec non justo. Proin|True|yahoo.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
117|$8,028|Indonesia|$45.33|nunc, ullamcorper eu, euismod|True|google.com|https://i.imgur.com/Nm2eU3C.png
61|$6,645|Mayotte|$72.14|Etiam vestibulum massa rutrum magna. Cras convallis convallis dolor.|False|amazon.com|https://i.imgur.com/Nm2eU3C.png
189|$8,154|Sri Lanka|$68.15|et magnis dis parturient montes,|True|yahoo.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
135|$7,540|Bouvet Island|$92.97|Cras lorem lorem,|False|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
195|$5,544|Haiti|$84.63|hendrerit consectetuer, cursus et, magna.|True|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
197|$8,117|French Southern Territories|$55.49|auctor non,|True|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
195|$5,450|Micronesia|$67.47|ac turpis egestas. Fusce aliquet magna a|False|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
191|$6,508|Tanzania|$5.64|luctus sit amet, faucibus ut, nulla. Cras eu tellus eu|False|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
87|$7,248|Svalbard and Jan Mayen Islands|$69.87|ac tellus. Suspendisse|False|google.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
172|$8,916|Liechtenstein|$10.82|Vivamus nisi. Mauris nulla. Integer urna. Vivamus molestie|True|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
86|$9,494|Mayotte|$84.01|Praesent luctus. Curabitur egestas|True|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
177|$5,274|Turkey|$93.72|Proin|False|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
35|$7,790|United Arab Emirates|$42.26|torquent per conubia nostra, per inceptos hymenaeos. Mauris|True|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
52|$6,288|Maldives|$92.71|lacus. Etiam bibendum fermentum metus.|False|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
39|$5,107|Belarus|$79.36|felis.|True|google.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
54|$7,010|Tonga|$34.67|in felis. Nulla tempor|False|google.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
112|$9,195|Pitcairn Islands|$14.86|in felis. Nulla tempor augue ac|True|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
46|$8,183|Iraq|$73.25|morbi tristique|True|google.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
183|$9,079|Nepal|$89.99|leo. Cras vehicula aliquet libero. Integer|True|google.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
107|$5,451|Jersey|$75.23|molestie orci tincidunt adipiscing.|False|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
5|$6,728|Isle of Man|$40.33|libero at auctor ullamcorper, nisl arcu iaculis|False|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
6|$5,164|Saudi Arabia|$79.89|lobortis augue scelerisque mollis. Phasellus|False|amazon.com|https://i.imgur.com/Nm2eU3C.png
90|$8,581|Suriname|$54.20|sit amet, risus. Donec|True|amazon.com|https://i.imgur.com/Nm2eU3C.png
22|$5,335|Bermuda|$20.07|dapibus quam quis diam. Pellentesque habitant|True|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
55|$8,110|Bahrain|$46.83|Nulla tincidunt, neque vitae semper egestas, urna|True|google.com|https://i.imgur.com/Nm2eU3C.png
68|$6,711|Burundi|$92.92|Nunc ac sem|False|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
167|$8,636|Slovakia|$0.55|sagittis. Nullam vitae diam. Proin|True|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
135|$7,980|Papua New Guinea|$61.20|diam dictum sapien. Aenean massa. Integer vitae nibh.|False|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
7|$6,039|Burkina Faso|$20.03|est.|False|google.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
197|$6,425|Brunei|$17.48|malesuada augue ut lacus.|True|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
144|$5,005|Aruba|$68.93|Proin non|True|google.com|https://i.imgur.com/Nm2eU3C.png
167|$9,814|Sao Tome and Principe|$39.92|tortor,|False|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
144|$8,433|Saint Vincent and The Grenadines|$71.25|lectus rutrum urna, nec luctus|True|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
58|$7,290|Saudi Arabia|$59.40|metus facilisis lorem tristique aliquet. Phasellus fermentum convallis ligula. Donec|True|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
173|$8,118|Togo|$63.80|elit elit fermentum risus, at fringilla|False|amazon.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
88|$8,730|Åland Islands|$14.04|at,|True|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
12|$9,254|Wallis and Futuna|$93.46|arcu. Sed|True|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
33|$6,000|Virgin Islands, British|$45.66|rutrum magna. Cras|True|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
43|$7,680|Azerbaijan|$22.69|eget laoreet|False|yahoo.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
195|$5,440|Andorra|$92.70|tellus. Suspendisse sed dolor. Fusce|True|google.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
1|$8,153|Uruguay|$0.54|ac tellus. Suspendisse sed|True|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
132|$6,569|Belgium|$46.53|tincidunt, neque|True|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
136|$8,219|South Georgia and The South Sandwich Islands|$49.78|cursus vestibulum.|True|amazon.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
100|$5,839|Iceland|$36.62|lacus, varius et, euismod|True|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
190|$6,247|Austria|$93.16|commodo at, libero. Morbi accumsan laoreet ipsum. Curabitur consequat,|False|google.com|https://i.imgur.com/Nm2eU3C.png
100|$7,259|Ghana|$89.10|non, lobortis quis, pede. Suspendisse dui.|False|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
99|$6,073|Dominican Republic|$62.06|consectetuer, cursus et, magna. Praesent interdum ligula eu|True|amazon.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
147|$8,003|Cyprus|$69.57|eu, placerat eget, venenatis a,|False|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
65|$7,797|Cape Verde|$65.74|nulla magna, malesuada vel, convallis in, cursus et, eros.|True|google.com|https://i.imgur.com/Nm2eU3C.png
138|$7,011|Nicaragua|$76.34|egestas lacinia. Sed congue, elit sed|True|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
183|$5,116|Moldova|$11.32|orci. Donec nibh. Quisque|False|amazon.com|https://i.imgur.com/Nm2eU3C.png
169|$6,963|Cayman Islands|$89.49|Proin vel nisl. Quisque fringilla euismod enim. Etiam|False|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
31|$8,479|Chad|$33.68|dignissim. Maecenas ornare|True|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
172|$9,444|Ecuador|$41.31|egestas. Fusce aliquet magna a neque. Nullam ut nisi a|True|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
103|$6,639|Benin|$50.23|molestie tellus. Aenean egestas hendrerit neque.|False|google.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
97|$8,555|Ethiopia|$52.93|enim. Nunc ut erat. Sed nunc est,|True|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
162|$5,354|French Southern Territories|$1.97|erat vel pede blandit congue. In|True|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
130|$7,471|Christmas Island|$16.93|ut ipsum ac|False|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
191|$6,984|Bahamas|$11.02|augue malesuada malesuada. Integer|False|google.com|https://i.imgur.com/Nm2eU3C.png
190|$7,053|Comoros|$57.18|venenatis lacus. Etiam bibendum fermentum metus. Aenean sed pede nec|True|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
142|$6,179|Saint Pierre and Miquelon|$36.52|magna a neque. Nullam ut nisi|False|google.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
173|$9,619|Indonesia|$43.39|eget, ipsum. Donec sollicitudin adipiscing ligula. Aenean gravida nunc sed|True|amazon.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
171|$6,535|Dominica|$17.43|eleifend egestas. Sed pharetra,|False|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
148|$7,345|Lebanon|$53.82|Nam porttitor scelerisque neque. Nullam nisl. Maecenas malesuada fringilla est.|True|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
63|$6,762|Spain|$39.76|tellus id nunc|False|google.com|https://i.imgur.com/Nm2eU3C.png
149|$9,931|Morocco|$12.87|nibh lacinia orci, consectetuer euismod est arcu ac|True|google.com|https://i.imgur.com/Nm2eU3C.png
119|$6,091|Laos|$96.15|eu neque pellentesque massa lobortis|False|yahoo.com|https://i.imgur.com/Nm2eU3C.png
43|$6,345|Indonesia|$88.45|metus.|True|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
51|$8,686|Philippines|$44.71|accumsan sed, facilisis vitae,|False|amazon.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
97|$7,718|Pitcairn Islands|$99.08|Nunc ac|False|amazon.com|https://i.imgur.com/Nm2eU3C.png
30|$9,834|Togo|$8.69|lobortis quis,|True|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
176|$9,462|Viet Nam|$96.71|commodo auctor velit. Aliquam nisl.|True|google.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
31|$8,278|Saint Kitts and Nevis|$36.03|Curabitur dictum.|True|yahoo.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
83|$8,457|Bahamas|$21.52|magna. Ut tincidunt orci|False|amazon.com|https://i.imgur.com/Nm2eU3C.png
74|$8,576|United States Minor Outlying Islands|$29.44|non|True|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
51|$6,530|Jersey|$50.90|amet nulla. Donec non justo. Proin non|True|google.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
130|$5,646|Paraguay|$38.84|id, libero. Donec consectetuer mauris id sapien. Cras|True|google.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
86|$5,211|Namibia|$22.60|a, facilisis non,|True|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
68|$8,612|Iran|$83.00|sagittis placerat. Cras dictum ultricies ligula. Nullam enim.|False|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
73|$9,244|Belarus|$59.26|pede,|False|yahoo.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
80|$7,666|Wallis and Futuna|$14.92|augue id ante dictum cursus. Nunc mauris elit, dictum eu,|False|yahoo.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
14|$6,844|Monaco|$31.40|ut mi. Duis risus odio, auctor vitae,|False|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
39|$7,189|Myanmar|$84.88|ridiculus mus. Proin vel arcu eu odio|False|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
65|$7,656|Dominica|$25.74|rutrum eu, ultrices sit amet, risus. Donec nibh|False|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
200|$8,299|Costa Rica|$60.19|Duis|False|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
155|$5,104|Macedonia|$5.11|laoreet, libero et tristique|True|google.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
33|$8,460|Guernsey|$8.54|velit in aliquet lobortis, nisi nibh lacinia orci, consectetuer euismod|False|yahoo.com|https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
84|$5,768|Suriname|$38.61|ligula. Aenean euismod mauris eu elit. Nulla facilisi.|True|amazon.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
85|$8,595|Latvia|$45.82|ut dolor dapibus|False|yahoo.com|https://i.imgur.com/Nm2eU3C.png
2|$8,819|Côte D'Ivoire (Ivory Coast)|$80.16|tellus. Suspendisse sed dolor. Fusce mi|True|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
34|$7,184|Swaziland|$65.36|imperdiet,|True|yahoo.com|https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
